"SpillNumber","DateReported","Note","Product","ProductNote","Town","Location","LATITUDE","LONGITUDE"
"A-421-2006",7/26/2006 9:30:00 AM,"Overfill by customer.  2 gallons.","Diesel","","PITTSFIELD","CN Brown South Main Street",44.775297,-69.389484
"A-422-1995",9/11/1995 12:00:00 PM,"","Hydraulic Oil","","JEFFERSON","",44.204635,-69.5392
"A-423-1994",8/3/1994 8:11:00 AM,"","Gasoline Unspecified","","AUGUSTA","",44.317235,-69.813587
"A-423-2000",8/1/2000 2:30:00 PM,"","Unleaded Gasoline","","MOUNT VERNON","",44.516228,-69.99041
"A-423-2002",7/9/2002 2:38:29 PM,"DELIVERY OVERFILL @ C&S ONE STOP BY MARITIME ENERGY; 5 GALLONS TO CONCRETE","Diesel","","WASHINGTON","RT 3 WAHINGTON",44.243338,-69.381942
"A-424-1987",12/7/1987,"","Leaded Gasoline","","WINSLOW","",44.516251,-69.548903
"A-424-1996",9/25/1996 2:30:00 AM,"","Sulfuric Acid","","RUMFORD","",44.552361,-70.540829
"A-424-2000",7/28/2000,"","Hazardous Chemical - Specified in report","","RUMFORD","",44.552361,-70.540829
"A-424-2002",7/9/2002 11:07:33 AM,"OUTSIDE TANK LEAK @ HOME OF SUSAN BARKER","#1 Fuel Oil - Kerosene","","BUCKFIELD","RT 117 TO RT 124 RIGHT ONTO NORTH HILL ROAD LEFT ONTO GERSON DAVIS RD",44.261872,-70.347799
"A-425-1995",9/12/1995 4:14:00 PM,"","#6 Fuel Oil","","RUMFORD","",44.552361,-70.540829
"A-425-2009",7/13/2009 11:22:00 AM,"AST corrosion spill - 30 gallons","#2 Fuel Oil","","LINCOLNVILLE","21 South Ridge Drive  Joel Dufour",44.257726,-69.027902
"A-425-2012",8/13/2012 1:00:00 PM,"Outside AST leak, unknown amount spilled","#1 Fuel Oil - Kerosene","","PITTSFIELD","166 E Street Tinamarie Pavo 487-9330",44.782001,-69.400368
"A-426-1994",9/10/1994,"","Liquors","White, green, etc..  Please specify type in Products Found table - Additional Description field.","RUMFORD","",44.552361,-70.540829
"A-426-1996",9/26/1996 9:00:00 AM,"","Gasoline Unspecified","","SKOWHEGAN","",44.769802,-69.721844
"A-426-2004",7/29/2004 2:15:00 PM,"Unknown liquid in puddle","Unspecified Motor Fuel","","WAYNE","Rt 133 Corner Store",44.355632,-70.079261
"A-426-2006",7/27/2006 11:30:00 AM,"H2o in UST","Unleaded Gasoline","","DRESDEN","Rt 27 Texaco",44.107153,-69.723524
"A-427-1989",9/14/1989 7:59:00 AM,"","Gasoline Unspecified","","JEFFERSON","",44.201014,-69.457796
"A-427-2000",8/5/2000 9:00:00 PM,"","#1 Fuel Oil - Kerosene","","WASHINGTON","",44.24527,-69.381671
"A-427-2005",9/12/2005 2:45:00 PM,"Line damaged during UST removal' 4 yards soil removed.","Unleaded Gasoline","","LIVERMORE","Longgreen Variety, Rt 4 and 108",44.377862,-70.249388
"A-428-1987",12/11/1987,"","Gasoline Unspecified","","PITTSTON","",44.174973,-69.673194
"A-428-1988",10/12/1988,"","Gasoline Unspecified","","AUGUSTA","",44.315071,-69.80449
"A-428-1995",9/14/1995 12:00:00 PM,"","Hazardous Chemical - Specified in report","","ANSON","",44.836944,-69.887225
"A-428-1996",9/26/1996 3:30:00 PM,"","#6 Fuel Oil","","ROCKLAND","",44.116349,-69.114427
"A-428-2008",7/5/2008 10:38:00 AM,"Fishing vessel burned/sank with 100 gallons of diesel on board.","Diesel","","BOOTHBAY","Off Pumpkin Island",43.749157,-69.559725
"A-428-2011",6/30/2011 4:00:00 PM,"fitting leak on outside AST","#1 Fuel Oil - Kerosene","","AUGUSTA"," 58 Outlet Road",44.283175,-69.685601
"A-429-1988",10/12/1988,"","Waste Oil/Used Motor Oil","","GARDINER","",44.181456,-69.818657
"A-429-2009",7/14/2009 2:20:00 PM,"Light float plane crash.  Small amount of gasoline spillage.","Unleaded Gasoline","","CHESTERVILLE","Off Egypt Pond Road, across from boat landing in the woods.",44.51144,-70.052653
"A-430-1996",9/27/1996 4:30:00 PM,"","Anti-freeze","","RUMFORD","",44.552361,-70.540829
"A-430-1998",8/4/1998,"","Gasoline Unspecified","","ROCKLAND","",44.12299,-69.151643
"A-430-2000",7/18/2000,"","Leaded Gasoline","","FAIRFIELD","",44.682346,-69.632725
"A-431-2008",7/7/2008 12:05:00 PM,"60 gallons from corrosion leak to concrete floor and sump pumped onto yard. ","#2 Fuel Oil","","FARMINGTON","690 Farmington Falls Road",44.628924,-70.082944
"A-432-1990",8/21/1990,"","Gasoline Unspecified","","TURNER","",44.188221,-70.236957
"A-432-1995",9/18/1995 10:30:00 AM,"","Hydraulic Oil","","BOOTHBAY HARBOR","",43.849329,-69.631227
"A-432-1996",9/30/1996 5:10:00 AM,"","Liquors","White, green, etc..  Please specify type in Products Found table - Additional Description field.","RUMFORD","",44.552361,-70.540829
"A-432-2008",7/9/2008 8:55:00 AM,"Blown hydraulic hose lost 40-50 gallons to pavement and soil.","Hydraulic Oil","","UNITY","New England Organics  1100 Waterville Road",44.613331,-69.365864
"A-433-1991",9/3/1991,"","#2 Fuel Oil","","CAMDEN","",44.213903,-69.066672
"A-433-1994",9/14/1994 1:39:00 PM,"","Hydraulic Oil","","RUMFORD","",44.552361,-70.540829
"A-433-1995",9/20/1995 2:00:00 PM,"","None","","ROCKPORT","",44.137952,-69.092541
"A-433-1996",9/30/1996 8:30:00 AM,"","PCB Oil","Greater than 50 ppm.","RUMFORD","",44.552361,-70.540829
"A-434-1990",8/29/1990,"","Unspecified Motor Fuel","","BELFAST","",44.423827,-69.018853
"A-434-1993",9/7/1993,"","Leaded Gasoline","","FARMINGTON","",44.645445,-70.152211
"A-434-1996",10/1/1996,"","Unleaded Gasoline","","GARDINER","",44.232795,-69.773333
"A-434-1998",8/11/1998 7:00:00 PM,"","#2 Fuel Oil","","BENTON","",44.59979,-69.472538
"A-434-2001",6/19/2001 8:45:24 AM,"hose failure Irving Station 201","Diesel","","SKOWHEGAN","",44.785427,-69.731314
"A-434-2003",8/28/2003 8:00:00 AM,"Bulk plant (AST) removed @ Maritime Energy.  New UST bulk plant installed (3 @ 20,000 gal).","#2 Fuel Oil","","WARREN","RT 1, Maritime Energy",44.115138,-69.257938
"A-434-2005",9/14/2005,"up to 40 gallons of hydraulic ","Hydraulic Oil","","ROCKLAND","pacific street and Center Street.....",44.096593,-69.105871
"A-435-1988",10/14/1988 11:00:00 AM,"","Unspecified Motor Fuel","","DRESDEN","",44.107465,-69.724701
"A-435-1990",8/29/1990,"","#6 Fuel Oil","","WATERVILLE","",44.569721,-69.626944
"A-435-1994",9/14/1994,"","Waste Oil/Used Motor Oil","","APPLETON","",44.313549,-69.21867
"A-435-1996",10/2/1996 1:15:00 PM,"","Diesel","","CHINA","",44.411038,-69.485577
"A-435-1997",10/28/1997,"","Diesel","","FARMINGTON","",44.660989,-70.156385
"A-436-1986",12/5/1986 9:30:00 AM,"","Hazardous Chemical - Unspecified","","ST GEORGE","",44.22136,-70.091119
"A-436-1988",10/17/1988 2:00:00 PM,"","Hydraulic Oil","","WISCASSET","",43.989777,-69.673189
"A-436-1995",9/21/1995 2:30:00 PM,"","Transformer Oil","Non PCB - less than 50 ppm.","RUMFORD","",44.552361,-70.540829
"A-436-2002",7/12/2002 12:11:16 PM,"SISTERS OF SAINT JOSEPH, ALARM WENT OFF IN INTERSTITIAL SPACE, 1.5 inches of water found","Unknown Substance","","WINSLOW","ROUTE 100",44.54058,-69.615012
"A-436-2006",7/31/2006 10:00:00 AM,"estate of Antoinette Nee  Realtor Carrol Braxton","#1 Fuel Oil - Kerosene","","BOOTHBAY HARBOR","Spruce Point",43.833346,-69.624896
"A-437-1993",9/8/1993 4:00:00 PM,"","Leaded Gasoline","","KNOX","",44.532272,-69.270517
"A-437-1995",9/21/1995 3:00:00 PM,"","#2 Fuel Oil","","FARMINGTON","",44.670551,-70.149059
"A-437-1996",10/3/1996 5:50:00 PM,"","Lube Oil","","RUMFORD","",44.552361,-70.540829
"A-438-1996",10/4/1996 10:00:00 AM,"","#2 Fuel Oil","","WATERVILLE","",44.549316,-69.628258
"A-438-2009",7/16/2009 12:00:00 PM,"Line leak in basement, 200 gallons spilled and pumped to lawn by sump pump.","#2 Fuel Oil","","CHESTERVILLE","220 Dutch Gap Rd. Clair Clough 778-6838",44.566077,-70.086973
"A-439-1990",9/1/1990 12:30:00 AM,"","Unleaded Gasoline","","MANCHESTER","",44.326097,-69.856377
"A-439-1991",9/4/1991,"","Diesel","","AUGUSTA","",44.313064,-69.778611
"A-439-2007",8/1/2007,"AST leak at Rines property","#1 Fuel Oil - Kerosene","","GARDINER","101 Riverview Drive",44.173827,-69.758577
"A-439-2009",7/17/2009 1:45:00 PM,"Fuel line cut and spillage ","#2 Fuel Oil","","LITCHFIELD","41 Ferrin Road",44.137502,-69.998068
"A-440-1993",9/11/1993,"","Unknown Substance","","MEXICO","",44.591946,-70.563305
"A-440-1994",9/12/1994,"","Aviation Gasoline","Fuel for piston powered aircraft.","PITTSFIELD","",44.774069,-69.378062
"A-440-2004",8/4/2004 3:25:00 PM,"Drive off with hose in car.","Gasoline Unspecified","","DAMARISCOTTA","Main St. at Big Dave's ",44.03259,-69.52055
"A-440-2005",9/3/2005 5:34:00 PM,"Two separate spills happened simultaneously.","Gasoline Unspecified","","WALDOBORO","Irving Mainway Route 1",44.101662,-69.380452
"A-440-2009",7/20/2009 9:00:00 PM,"Oil leak from AST Tenant Justin Owner Sherwood Booker Home phone 873-6483, cell. 314-2610 ","#1 Fuel Oil - Kerosene","","CLINTON","602 Hinckley Road",44.645313,-69.566992
"A-440-2012",8/20/2012 9:40:00 AM,"20 gallon spill to ground from corrosion hole in AST. ","#1 Fuel Oil - Kerosene","","SOMERVILLE","7 Brann Road",44.315409,-69.452733
"A-441-1994",9/19/1994 10:23:00 AM,"","Sulfuric Acid","","RUMFORD","",44.552361,-70.540829
"A-441-1999",7/19/1999 2:30:00 PM,"","#2 Fuel Oil","","CHELSEA","",44.289297,-69.775902
"A-441-2008",7/11/2008 9:30:00 AM,"Fire at ship yard.  164 gallons of paint, 100 gallons of MEK, various other oil and chemicals lost in fire. Lincoln County EMA 882-7559","Hazardous Chemical - Specified in report","","BOOTHBAY","Washburn & Doughty Shipyard",43.864164,-69.58133
"A-441-2009",7/21/2009 7:02:00 AM,"Pickup truck off the road.","Gasoline Unspecified","","KNOX","Rt 137",44.479703,-69.148771
"A-442-2003",12/30/2003 1:45:00 PM,"","Gasoline Unspecified","","RUMFORD","Z & Z VARIETY",44.532895,-70.543749
"A-442-2005",9/18/2005 6:00:00 PM,"gasoline spilled onto gravel roadway.","Unleaded Gasoline","","MONMOUTH","Richard Whitney, 10 Holeway Lane",44.275865,-70.027062
"A-443-1997",10/30/1997,"","#4 Fuel Oil","","AUGUSTA","",44.305263,-69.780883
"A-443-1998",8/12/1998,"","Corrosive","","RUMFORD","",44.552361,-70.540829
"A-443-2005",9/3/2005 5:34:00 PM,"Corroded gas tank on a car","Unleaded Gasoline","","WALDOBORO","Irving Mainway Route 1",44.101662,-69.380452
"A-443-2007",8/2/2007 8:25:00 AM,"fitting leak under dispenser. leak contained to sump under dispenser and into secondary product line and into sump on top of UST.","Gasoline Unspecified","","ROCKLAND"," Camden Rd.",44.112873,-69.105235
"A-444-1986",11/11/1986 7:54:00 AM,"","Gasoline Unspecified","","WINTHROP","",44.308056,-69.9725
"A-444-1995",9/27/1995 2:00:00 PM,"","#2 Fuel Oil","","ST GEORGE","",43.967295,-69.215886
"A-444-1996",10/5/1996 5:30:00 PM,"","Liquors","White, green, etc..  Please specify type in Products Found table - Additional Description field.","RUMFORD","",44.552361,-70.540829
"A-444-2001",6/21/2001 10:10:16 PM,"12 gallons CN Brown overfill","Diesel","","JAY","",44.48413,-70.200413
"A-444-2009",7/22/2009 12:00:00 PM,"Fuel leaked from UST during removal.","#2 Fuel Oil","","DRESDEN","Dresden Take Out Rte 27 ",44.107059,-69.723498
"A-445-1988",10/17/1988,"","Gasoline Unspecified","","EDGECOMB","",43.95947,-69.630729
"A-445-1990",9/4/1990,"","#1 Fuel Oil - Kerosene","","CLINTON","",44.657131,-69.609433
"A-445-1996",10/4/1996,"","Unleaded Gasoline","","UNION","",44.212249,-69.250426
"A-445-1997",10/31/1997,"","Unleaded Gasoline","","SOUTH THOMASTON","",44.011391,-69.13037
"A-445-2005",9/21/2005 12:30:00 PM,"Maritime Energy tech on no heat call discovered empty outside AST with hole from corrosion. ","#1 Fuel Oil - Kerosene","","ROCKPORT","210 West Street Ext.  Off Rt 90",44.176889,-69.163156
"A-446-1988",10/17/1988 8:00:00 AM,"","#2 Fuel Oil","","FAYETTE","",44.441482,-70.053587
"A-446-1989",9/26/1989,"","#2 Fuel Oil","","WISCASSET","",44.008016,-69.661516
"A-446-1993",9/13/1993,"","Non-Hazardous Chemical - Unspecified","","RUMFORD","",44.552361,-70.540829
"A-446-1995",9/26/1995,"","#2 Fuel Oil","","UNITY","",44.613834,-69.331006
"A-446-1997",10/31/1997 5:30:00 PM,"","Unknown Substance","","RUMFORD","",44.552361,-70.540829
"A-446-1998",8/5/1998 12:05:00 PM,"","Diesel","","TURNER","",44.270226,-70.225345
"A-446-2001",6/20/2001,"","Unleaded Gasoline","","TURNER","",44.24864,-70.267122
"A-446-2002",7/19/2002 11:45:15 AM,"customer drove off w/ nozzle still attached, spilled 13 gallons to pavement","Gasoline Unspecified","","LINCOLNVILLE","Lincolnville Center "52 Crossroads" Store",44.28926,-69.098143
"A-446-2008",7/16/2008 7:30:00 AM,"Gasoline contamination found during clean up.  See spill A-268-08","Gasoline Unspecified","","MONTVILLE","684 Acadia Hwy.  Former Henry's Pizza and Sub",44.406221,-69.318641
"A-446-2012",8/23/2012 8:15:00 AM,"Dump trailer estimated 20 gallons spilled","Hydraulic Oil","","READFIELD","Sadie Dunn Road McGee Construction",44.418946,-69.932608
"A-447-1990",9/6/1990,"","Gasoline Unspecified","","AUGUSTA","",44.3113,-69.782263
"A-447-1995",9/26/1995,"","Unleaded Gasoline","","CHELSEA","",44.273778,-69.653334
"A-447-1996",10/7/1996,"","Gasoline Unspecified","","WINSLOW","",44.541027,-69.627829
"A-447-1999",7/22/1999 2:00:00 PM,"","Non-Hazardous Chemical - Specified in report","","CAMDEN","",44.215206,-69.077053
"A-447-2003",8/29/2003 9:05:00 PM,"SUL ","Gasoline Unspecified","","AUGUSTA","101 Bangor Street, Puffin Stop",44.32373,-69.763792
"A-448-1989",9/27/1989,"","#2 Fuel Oil","","SIDNEY","",44.446538,-69.740303
"A-448-1993",9/14/1993,"","Leaded Gasoline","","WISCASSET","",44.003849,-69.671629
"A-448-1995",9/29/1995 11:20:00 AM,"","Waste Oil/Used Motor Oil","","FARMINGDALE","",44.264559,-69.780886
"A-448-1996",10/7/1996 2:40:00 AM,"","Lube Oil","","RUMFORD","",44.552361,-70.540829
"A-448-1999",7/23/1999 1:17:00 AM,"","Hydraulic Oil","","RUMFORD","",44.552361,-70.540829
"A-448-2004",8/5/2004 11:05:00 AM,"Big Apple < 1 gallon overfill","Unleaded Gasoline","","FARMINGTON","255 Wilton Rd.",44.652931,-70.149525
"A-449-2004",8/5/2004 3:05:00 PM,"Big Apple, overfill small volume.","Diesel","","FAIRFIELD","Middle Rd.",44.620241,-69.670799
"A-450-1993",9/15/1993,"","Gasoline Unspecified","","AUGUSTA","",44.310088,-69.792487
"A-450-1994",9/18/1994,"","Unleaded Gasoline","","GARDINER","",44.225447,-69.783418
"A-450-2002",7/10/2002 12:00:41 AM,"high PID readings under dispenser; Moulton/Moreau study","Gasoline Unspecified","","RANGELEY","Dockside Sports- Main St Rangely",44.966254,-70.64472
"A-451-1986",12/11/1986,"","#1 Fuel Oil - Kerosene","","ROCKLAND","",44.120131,-69.140843
"A-451-1988",10/25/1988 10:00:00 AM,"","#2 Fuel Oil","","THOMASTON","",44.084441,-69.158033
"A-451-1990",9/5/1990,"","#5 Fuel Oil","","AUGUSTA","",44.310574,-69.78383
"A-451-1995",10/1/1995 7:00:00 AM,"","Diesel","","GREENE","",44.185417,-70.158974
"A-451-1996",10/15/1996 8:00:00 AM,"","#2 Fuel Oil","","ROCKLAND","",44.117778,-69.108888
"A-451-1998",8/17/1998 2:56:00 PM,"","#2 Fuel Oil","","WATERVILLE","",44.546085,-69.638834
"A-451-2005",9/22/2005 4:10:00 PM,"Main St. Mobil reported a customer overfill of a motor home.  Estimated 3 gallons diesel lost to pavement. ","Diesel","","OAKLAND","7 Main Street  Site 9326",44.548145,-69.71375
"A-451-2011",6/17/2011 2:00:00 PM,"Abandoned UST found during utility work.","None","","AUGUSTA","State Street across from Al's Pizza, State Street cable building",44.302829,-69.781885
"A-452-1987",12/24/1987 10:30:00 AM,"","#1 Fuel Oil - Kerosene","","AUGUSTA","",44.348949,-69.796773
"A-452-1988",10/24/1988,"","Hazardous Chemical - Unspecified","","LEEDS","",44.22136,-70.091119
"A-452-1989",9/29/1989,"","#6 Fuel Oil","","GARDINER","",44.227837,-69.788782
"A-452-1991",9/9/1991,"","#6 Fuel Oil","","RUMFORD","",44.550918,-70.5528
"A-452-1993",9/15/1993,"","Gasoline Unspecified","","AUGUSTA","",44.35363,-69.798506
"A-452-1996",10/7/1996 3:20:00 PM,"","Gasoline Unspecified","","AUGUSTA","",44.3113,-69.782244
"A-452-2001",6/24/2001 7:50:25 AM,"delivery overfill Mapes oil- Citgo Exit 26 Quick Stop, 4 gallons","Gasoline Unspecified","","RICHMOND","",44.098756,-69.86495
"A-452-2004",8/5/2004 4:10:00 PM,"AST fitting leak, estimated 3-5 gallons lost.","#1 Fuel Oil - Kerosene","","MONMOUTH","56 Gilman Road Monmouth",44.216991,-70.025163
"A-452-2006",8/3/2006,"UST removal, clean site, no release","#2 Fuel Oil","","EUSTIS","Rt 27, Camp owned by Lew Bowlby",45.169886,-70.452756
"A-452-2011",7/15/2011 8:25:00 AM,"Peddle truck rollover, estimated 25 gallons of E-10 lost and 30 gallons of diesel. ","E-10","0-25% ethanol; remainder gasoline","NORTHPORT","1373 Atlantic Highway Northport",44.386421,-68.988453
"A-453-2001",6/24/2001 3:00:31 PM,"Irving customer overfill 3 gallons","Gasoline Unspecified","","ROCKLAND","",44.112873,-69.105235
"A-454-1986",12/12/1986 10:30:00 AM,"","#2 Fuel Oil","","AUGUSTA","",44.307425,-69.766263
"A-454-1991",9/12/1991,"","Unleaded Gasoline","","ROCKLAND","",44.115721,-69.104225
"A-454-1997",11/5/1997,"","Gasoline Unspecified","","EUSTIS","",45.090324,-70.329745
"A-454-2005",9/25/2005,"Kendall Heath, 639-3404. Tank corrosion 100 gallons to basement.","#2 Fuel Oil","","PHILLIPS","128 Park St. ",44.832886,-70.349286
"A-454-2007",8/2/2007 10:00:00 AM,"Auto accident","Unleaded Gasoline","","WARREN","Route One",44.079069,-69.221883
"A-455-1989",9/29/1989,"","#2 Fuel Oil","","MANCHESTER","",44.329787,-69.856041
"A-455-1991",9/12/1991,"","Aviation Gasoline","Fuel for piston powered aircraft.","OWLS HEAD","",44.061251,-69.09469
"A-455-2000",8/17/2000 2:50:00 PM,"","#1 Fuel Oil - Kerosene","","UNITY","",44.615755,-69.320237
"A-455-2002",7/26/2002 6:34:42 AM,"25-50 GAL TO PAVEMENT MIKE LETALIEN (OWNER) 897-2112","Diesel","","LIVERMORE FALLS","PIKES CORNER OASIS RT 133 ",44.402684,-70.12925
"A-455-2004",8/8/2004 3:33:00 PM,"Tony's Pizza, gas was pumped into rod holder","Gasoline Unspecified","","WISCASSET","Rt 1",43.97539,-69.708601
"A-455-2005",9/23/2005 1:30:00 PM,"4 gallon overfill.","Gasoline Unspecified","","PITTSFIELD","150 South Main Street",44.775435,-69.389155
"A-456-1994",9/28/1994,"","Jet Fuel","Fuel for turbine powered aircraft.","OWLS HEAD","",44.061251,-69.09469
"A-456-1995",10/2/1995,"","Unleaded Gasoline","","FAYETTE","",44.439386,-70.058616
"A-456-1999",9/16/1998,"","Gasoline Unspecified","","ST GEORGE","",43.965833,-69.217452
"A-456-2002",7/26/2002 12:55:06 PM,"5 gallon gasoline spill to pavement","Unleaded Gasoline","","WALDOBORO","Big Apple gasoline station, Route 1 Waldoboro",44.101604,-69.381798
"A-456-2004",10/4/2004 11:00:00 AM,"Tank corrosion, K-1 spill, unknown volume spilled.  Trailer park is in Sabbattus,but the trailer is in Wales.","#1 Fuel Oil - Kerosene","","WALES","Ruth Castagno 8 Shady Lane (Oak Hill Trailer Park)",44.131656,-70.056651
"A-456-2007",8/7/2007 9:00:00 AM,"Removal of 8000 gallon fuel oil tank","#2 Fuel Oil","","AUGUSTA","136 State Street Augusta, ME 04330",44.312662,-69.779001
"A-456-2009",7/26/2009 3:30:00 PM,"40 gallons","Gasoline Unspecified","","WATERVILLE","I95 south bound Mile marker 126.5 (?) South of KMD",44.539356,-69.684071
"A-457-1991",9/12/1991,"","Hazardous Chemical - Unspecified","","LEEDS","",44.22136,-70.091119
"A-457-1999",4/28/1999,"","Gasoline Unspecified","","ST GEORGE","",43.984209,-69.231428
"A-457-2002",7/27/2002 9:20:15 AM,"15 gal gas to pavement","Unleaded Gasoline","","OAKLAND","7 main street, Oakland. Mobil.",44.548145,-69.71375
"A-457-2004",8/8/2004,"UST removal. Contaminated soil.","Gasoline Unspecified","","BENTON","unity rd  Spencer property.",44.598153,-69.533365
"A-458-1989",10/2/1989,"","#2 Fuel Oil","","WINSLOW","",44.495829,-69.628333
"A-458-1997",11/6/1997,"","Unleaded Gasoline","","BELGRADE","",44.425114,-69.832045
"A-458-1998",8/20/1998,"","Gasoline Unspecified","","BOOTHBAY HARBOR","",43.862504,-69.629163
"A-459-1996",10/16/1996 1:06:00 PM,"","Lube Oil","","RUMFORD","",44.552361,-70.540829
"A-459-2004",8/9/2004 9:30:00 AM,"Monitoring wel odor of gas, Referral Butch Bowie","Gasoline Unspecified","","WILTON","Red Building broken windows, Gorhams Store, Main St",44.591257,-70.228788
"A-459-2007",8/8/2007 2:50:00 PM,"600-3000 gallons of #2 and #1 to soil.","#2 Fuel Oil","","WALES","Wales Center School - Center Street",44.16225,-70.060509
"A-460-1989",10/2/1989,"","None","","SKOWHEGAN","",44.779202,-69.726957
"A-460-1997",10/10/1997,"","#2 Fuel Oil","","NOBLEBORO","",44.085018,-69.478036
"A-460-2007",8/9/2007 8:55:00 AM,"Overfill of AST, less than 1 cup to basement floor.","#2 Fuel Oil","","CLINTON","1162 Battle Ridge Road",44.673638,-69.567188
"A-461-1998",8/23/1998,"","Hydraulic Oil","","RUMFORD","",44.552361,-70.540829
"A-461-2001",6/29/2001 9:50:52 AM,"1/2 gal to concrete- Mcwhan residence","#2 Fuel Oil","","SOUTHPORT","",44.437571,-70.201988
"A-463-1989",10/3/1989,"","Gasoline Unspecified","","MANCHESTER","",44.324244,-69.861314
